,PC1,PC2,PC3,sample_id,Super_Population,Population,Population_Description
917,0.7148133391830163,-1.6789195150514682,-0.11570386031964218,HG02390,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
918,0.8685637463800508,-1.9100242465052264,0.09497244731494017,HG02391,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
919,0.7205672419164647,-1.81133386747902,0.6173292226114444,HG02392,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
920,0.7296104555910354,-1.613556174149698,0.1299544356806733,HG02394,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
921,0.7644083279306154,-1.7044684414854567,-0.1922334048970294,HG02395,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
922,0.8473083122268863,-1.5695055669072133,-0.02116858834077717,HG02396,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
923,0.774572454848076,-1.2187512870569435,0.144958287426128,HG02397,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
924,0.6901330152646463,-1.8772838089579007,0.4562473762078938,HG02398,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
925,0.6755130020617869,-1.6052236252929677,0.11262612439410617,HG02399,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
926,0.7295242898764139,-1.3913951313760229,0.04890729533492961,HG02401,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
927,0.724558025272504,-1.4857789523464897,0.5523104807136625,HG02402,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
928,0.758557409856672,-1.4974760063139203,0.14856495833659117,HG02406,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
929,0.7249655727408145,-1.2870958250218671,0.6261193290508494,HG02407,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
930,0.6926603228959992,-1.5467137764760277,0.3426227524309601,HG02408,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
931,0.7502148354221334,-1.498500492477027,0.6077413868650703,HG02409,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
932,0.7496642993951576,-1.8370062928378028,0.07816230630283236,HG02410,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
933,-1.5838870262226494,-0.1736059330673008,-0.15113726773721667,HG02419,AFR,ACB,African Caribbean in Barbados
934,-0.9100862270282671,0.4313514629515253,-0.0974312370900011,HG02420,AFR,ACB,African Caribbean in Barbados
935,0.6606864780261616,0.20386516938294025,-2.7354235945259906,HG02425,AMR,PEL,"Peruvian in Lima, Peru"
